-----------  ---------------  ---------------------  --------  ------------  -------------  ------------------  ----------------  ----------------------
  Iteration    Last func val    Incumbent Value val      Time    Train Time    Pool regret    Theoretical Best    Last func test    Incumbent Value test
-----------  ---------------  ---------------------  --------  ------------  -------------  ------------------  ----------------  ----------------------
          0          -2.9790                -2.9790    0.3795       15.0000         0.5337             -3.5127           -2.9790                 -2.9790
-----------  ---------------  ---------------------  --------  ------------  -------------  ------------------  ----------------  ----------------------
  Iteration    Last func val    Incumbent Value val      Time    Train Time    Pool regret    Theoretical Best    Last func test    Incumbent Value test
-----------  ---------------  ---------------------  --------  ------------  -------------  ------------------  ----------------  ----------------------
         27          -0.2251                -2.6264   11.4388           nan         2.4176             -3.1211           -0.2251                 -2.6264
         28          -0.0572                -2.6264   12.0807           nan         2.7144             -3.1211           -0.0572                 -2.6264
-----------  ---------------  ---------------------  --------  ------------  ----------------  ----------------------
  Iteration    Last func val    Incumbent Value val      Time    Train Time    Last func test    Incumbent Value test
-----------  ---------------  ---------------------  --------  ------------  ----------------  ----------------------
          0           4.9837                 4.9837    0.0043           nan            4.9837                  4.9837
-----------  ---------------  ---------------------  --------  ------------  -------------  ------------------  ----------------  ----------------------
  Iteration    Last func val    Incumbent Value val      Time    Train Time    Pool regret    Theoretical Best    Last func test    Incumbent Value test
-----------  ---------------  ---------------------  --------  ------------  -------------  ------------------  ----------------  ----------------------
          1          14.6474                 4.9837    0.3717           nan        13.8395              0.8080           14.6474                  4.9837
          2           2.6120                 2.6120    0.5100           nan         2.1499              0.4621            2.6120                  2.6120
          3          11.9480                 2.6120    0.6558           nan        11.2790              0.4621           11.9480                  2.6120
          4          14.2648                 2.6120    0.8016           nan        13.0311              0.4621           14.2648                  2.6120
          5          13.6918                 2.6120    0.9670           nan        12.5058              0.4621           13.6918                  2.6120
          6          20.0978                 2.6120    1.1208           nan        19.4398              0.4621           20.0978                  2.6120
          7           3.1307                 2.6120    1.2889           nan         2.2203              0.4621            3.1307                  2.6120
          8          16.7410                 2.6120    1.4470           nan        15.6438              0.4621           16.7410                  2.6120
          9          32.0097                 2.6120    1.6971           nan        31.4996              0.4621           32.0097                  2.6120
         10           4.1688                 2.6120    1.9800           nan         3.4193              0.4621            4.1688                  2.6120
         11           1.2881                 1.2881    2.2710           nan         0.5587              0.4621            1.2881                  1.2881
         12           4.6081                 1.2881    2.5676           nan         3.7146              0.4621            4.6081                  1.2881
         13          10.6446                 1.2881    2.8876           nan         9.5221              0.4621           10.6446                  1.2881
         14          12.9606                 1.2881    3.2181           nan        12.2686              0.4621           12.9606                  1.2881
         15          31.3741                 1.2881    3.5747           nan        30.3795              0.4621           31.3741                  1.2881
         16           5.3416                 1.2881    3.9154           nan         4.1512              0.4621            5.3416                  1.2881
         17          10.6216                 1.2881    4.2764           nan         9.9041              0.4621           10.6216                  1.2881
         18          10.4284                 1.2881    4.6213           nan        10.0227              0.4057           10.4284                  1.2881
         19           3.1889                 1.2881    4.9396           nan         2.7115              0.4057            3.1889                  1.2881
         20           2.2558                 1.2881    5.2645           nan         1.3425              0.4057            2.2558                  1.2881
-----------  ---------------  ---------------------  --------  ------------  ----------------  ----------------------
  Iteration    Last func val    Incumbent Value val      Time    Train Time    Last func test    Incumbent Value test
-----------  ---------------  ---------------------  --------  ------------  ----------------  ----------------------
          0          -1.5040                -1.5040    0.0416      624.4007           -1.4775                 -1.4775
-----------  ---------------  ---------------------  --------  ------------  -------------  ------------------  ----------------  ----------------------
  Iteration    Last func val    Incumbent Value val      Time    Train Time    Pool regret    Theoretical Best    Last func test    Incumbent Value test
-----------  ---------------  ---------------------  --------  ------------  -------------  ------------------  ----------------  ----------------------
          1          -1.2433                -1.5040    2.9176      765.5521         0.2381             -1.4814           -1.2511                 -1.4775
          2          -1.1665                -1.5040    3.3483     1032.5327         0.4497             -1.6163           -1.1470                 -1.4775
          3          -1.2270                -1.5040    3.7833     1236.5986         0.3441             -1.6163           -1.2097                 -1.4775
          4          -1.2209                -1.5040    4.2188     1365.9536         0.2863             -1.6163           -1.2289                 -1.4775
          5          -1.1613                -1.5040    4.6852     1731.2381         0.4174             -1.6163           -1.1574                 -1.4775
          6          -1.5123                -1.5123    5.1225     2013.9473         0.0338             -1.6163           -1.5069                 -1.5069
          7          -1.4273                -1.5123    5.5671     2253.4027         0.1087             -1.6163           -1.3963                 -1.5069
          8          -1.3080                -1.5123    6.0260     2445.6722         0.2136             -1.6163           -1.3127                 -1.5069
          9          -1.2822                -1.5123    6.4866     2661.5346         0.2671             -1.6163           -1.2560                 -1.5069
         10          -1.2933                -1.5123    6.9334     2826.2790         0.2596             -1.6163           -1.2751                 -1.5069
         11          -1.3386                -1.5123    7.3239     3097.1917         0.2465             -1.6163           -1.3364                 -1.5069
         12          -1.3570                -1.5123    7.7937     3375.9687         0.1923             -1.6163           -1.3367                 -1.5069
         13          -1.4933                -1.5123    8.2892     3686.2030         0.0111             -1.6163           -1.4948                 -1.5069
         14          -1.2534                -1.5123    8.9234     4051.4875         0.3112             -1.6163           -1.2386                 -1.5069
         15          -1.3884                -1.5123    9.5905     4357.7897         0.1467             -1.6163           -1.3669                 -1.5069
         16          -1.2974                -1.5123   10.1215     4589.3807         0.2019             -1.6163           -1.2834                 -1.5069
         17          -1.3938                -1.5123   10.7773     4864.2256         0.0598             -1.6163           -1.3748                 -1.5069
         18          -1.3240                -1.5123   11.4325     5091.8845         0.2000             -1.6163           -1.3108                 -1.5069
         19          -1.5167                -1.5167   11.9318     5433.5761         0.0326             -1.6163           -1.5242                 -1.5242
         20          -1.4564                -1.5167   12.5807     5743.8104         0.0603             -1.6163           -1.4246                 -1.5242
         21          -1.3629                -1.5167   13.2584     6022.5874         0.1731             -1.6163           -1.3661                 -1.5242
         22          -1.5394                -1.5394   13.7681     6297.4322         0.0099             -1.6163           -1.5390                 -1.5390
         23          -1.3095                -1.5394   14.2892     6572.2771         0.1797             -1.6163           -1.3198                 -1.5390
         24          -1.2839                -1.5394   14.8706     6811.7325         0.2328             -1.6163           -1.2518                 -1.5390
         25          -1.5325                -1.5394   15.3912     7055.1201         0.0000             -1.6163           -1.5182                 -1.5390
         26          -1.3488                -1.5394   15.9134     7322.1006         0.2005             -1.6163           -1.3505                 -1.5390
         27          -1.2993                -1.5394   16.4435     7593.0133         0.2652             -1.6163           -1.2954                 -1.5390
         28          -1.2948                -1.5394   17.0060     7820.6722         0.1847             -1.6163           -1.2845                 -1.5390
         29          -1.2273                -1.5394   17.7096     8083.7206         0.3233             -1.6163           -1.2266                 -1.5390
         30          -1.4276                -1.5394   18.4200     8358.5654         0.1110             -1.6163           -1.4288                 -1.5390
         31          -1.3265                -1.5394   19.3264     8539.0385         0.2526             -1.6163           -1.3134                 -1.5390
         32          -1.4444                -1.5394   20.1437     8750.9687         0.0567             -1.6163           -1.4201                 -1.5390
         33          -1.4183                -1.5394   20.8671     8923.5774         0.0582             -1.6163           -1.4168                 -1.5390
         34          -1.2660                -1.5394   21.6006     9163.0328         0.3052             -1.6163           -1.2556                 -1.5390
         35          -1.4276                -1.5394   22.3096     9445.7420         0.1217             -1.6163           -1.4288                 -1.5390
         36          -1.2891                -1.5394   22.8166     9610.4864         0.2495             -1.6163           -1.2866                 -1.5390
         37          -1.5167                -1.5394   23.3025    10026.8890         0.0326             -1.6163           -1.5242                 -1.5390
         38          -1.3884                -1.5394   23.7377    10309.5982         0.0850             -1.6163           -1.3669                 -1.5390
         39          -1.2138                -1.5394   24.1890    10521.5285         0.3653             -1.6163           -1.1904                 -1.5390
         40          -1.1846                -1.5394   24.6417    10753.1195         0.2643             -1.6163           -1.1924                 -1.5390
         41          -1.2056                -1.5394   25.1785    10988.6428         0.2947             -1.6163           -1.1767                 -1.5390
         42          -1.3190                -1.5394   25.7139    11169.1158         0.2339             -1.6163           -1.3190                 -1.5390
         43          -1.2971                -1.5394   26.3280    11475.4179         0.2269             -1.6163           -1.2877                 -1.5390
         44          -1.3927                -1.5394   26.9232    11718.8055         0.2113             -1.6163           -1.3775                 -1.5390
         45          -1.3921                -1.5394   27.5759    11934.6680         0.1439             -1.6163           -1.3591                 -1.5390
         46          -1.3629                -1.5394   28.2305    12205.5806         0.1104             -1.6163           -1.3661                 -1.5390
         47          -1.2871                -1.5394   28.8904    12511.8828         0.2417             -1.6163           -1.2715                 -1.5390
         48          -1.3748                -1.5394   29.5251    12829.9814         0.1295             -1.6163           -1.3641                 -1.5390
         49          -1.1882                -1.5394   30.1288    13061.5725         0.3190             -1.6163           -1.1728                 -1.5390
         50          -1.3847                -1.5394   30.7559    13304.9600         0.1369             -1.6163           -1.3618                 -1.5390
-----------  ---------------  ---------------------  --------  ------------  ----------------  ----------------------
  Iteration    Last func val    Incumbent Value val      Time    Train Time    Last func test    Incumbent Value test
-----------  ---------------  ---------------------  --------  ------------  ----------------  ----------------------
          0          -1.4390                -1.4390    0.0474      427.7927           -1.4346                 -1.4346
-----------  ---------------  ---------------------  --------  ------------  -------------  ------------------  ----------------  ----------------------
  Iteration    Last func val    Incumbent Value val      Time    Train Time    Pool regret    Theoretical Best    Last func test    Incumbent Value test
-----------  ---------------  ---------------------  --------  ------------  -------------  ------------------  ----------------  ----------------------
          1          -1.3154                -1.4390    0.5583      730.1627         0.2558             -1.5712           -1.3064                 -1.4346
          2          -1.0728                -1.4390    1.0260      835.9247         0.4914             -1.5712           -1.0700                 -1.4346
          3          -1.1889                -1.4390    1.4949     1036.0585         0.3095             -1.5712           -1.1865                 -1.4346
          4          -1.4200                -1.4390    2.1138     1255.8531         0.1591             -1.5791           -1.4106                 -1.4346
          5          -1.4306                -1.4390    2.7241     1593.6125         0.0982             -1.5791           -1.4217                 -1.4346
          6          -1.1734                -1.4390    3.2411     1892.0503         0.3482             -1.5791           -1.1676                 -1.4346
          7          -1.2543                -1.4390    3.8710     2312.3851         0.2459             -1.5791           -1.2399                 -1.4346
          8          -1.3163                -1.4390    4.3758     2418.1471         0.2326             -1.5791           -1.3303                 -1.4346
          9          -1.3438                -1.4390    4.9036     2661.5346         0.1508             -1.5791           -1.3498                 -1.4346
         10          -1.3654                -1.4390    5.3810     2900.9900         0.1339             -1.5791           -1.3448                 -1.4346
         11          -1.0527                -1.4390    5.8622     3042.1414         0.4966             -1.5791           -1.0475                 -1.4346
         12          -1.3306                -1.4390    6.4521     3281.5969         0.2187             -1.5791           -1.3341                 -1.4346
         13          -1.1483                -1.4390    6.9541     3521.0523         0.4009             -1.5791           -1.1612                 -1.4346
         14          -1.2299                -1.4390    7.5754     3823.4222         0.2685             -1.5791           -1.2187                 -1.4346
         15          -1.2933                -1.4390    8.3224     3929.1842         0.2163             -1.5791           -1.2751                 -1.4346
         16          -1.4298                -1.4390    8.9166     4365.2476         0.0730             -1.5791           -1.4053                 -1.4346
         17          -1.5216                -1.5216    9.4111     4592.9066         0.0277             -1.5791           -1.5110                 -1.5110
         18          -1.3679                -1.5216   10.1086     4966.0554         0.1814             -1.5791           -1.3429                 -1.5110
         19          -1.3056                -1.5216   10.7702     5280.2218         0.2577             -1.5791           -1.2924                 -1.5110
         20          -1.2336                -1.5216   11.4385     5488.2200         0.3028             -1.5791           -1.2191                 -1.5110
         21          -1.1339                -1.5216   12.1183     5763.0648         0.4452             -1.5791           -1.1129                 -1.5110
         22          -1.3523                -1.5216   12.6600     6030.0454         0.1520             -1.5791           -1.3276                 -1.5110
         23          -1.1704                -1.5216   13.2799     6186.9254         0.3647             -1.5791           -1.1612                 -1.5110
         24          -1.2305                -1.5216   13.8466     6497.1597         0.2646             -1.5791           -1.2184                 -1.5110
         25          -1.4358                -1.5216   14.4017     6772.0045         0.0146             -1.5791           -1.4213                 -1.5110
         26          -1.3320                -1.5216   14.9693     7035.0529         0.1804             -1.5791           -1.3064                 -1.5110
         27          -1.4316                -1.5216   15.6746     7305.9656         0.0724             -1.5791           -1.3951                 -1.5110
         28          -1.2977                -1.5216   16.3775     7584.7426         0.2814             -1.5791           -1.3086                 -1.5110
         29          -1.2905                -1.5216   16.9558     7843.8588         0.2408             -1.5791           -1.2783                 -1.5110
         30          -1.5314                -1.5314   17.5887     8236.6685         0.0179             -1.5791           -1.5223                 -1.5223
         31          -1.2788                -1.5314   18.2672     8440.7344         0.2378             -1.5791           -1.2479                 -1.5223
         32          -1.4255                -1.5314   18.9307     8648.7326         0.0479             -1.5791           -1.4032                 -1.5223
         33          -1.2167                -1.5314   19.5724     8782.0197         0.3326             -1.5791           -1.2283                 -1.5223
         34          -1.2840                -1.5314   20.3508     9025.4072         0.2144             -1.5791           -1.2588                 -1.5223
-----------  ---------------  ---------------------  --------  ------------  ----------------  ----------------------
  Iteration    Last func val    Incumbent Value val      Time    Train Time    Last func test    Incumbent Value test
-----------  ---------------  ---------------------  --------  ------------  ----------------  ----------------------
          0          -1.8278                -1.8278    0.0318      474.9787           -1.7964                 -1.7964
-----------  ---------------  ---------------------  --------  ------------  -------------  ------------------  ----------------  ----------------------
  Iteration    Last func val    Incumbent Value val      Time    Train Time    Pool regret    Theoretical Best    Last func test    Incumbent Value test
-----------  ---------------  ---------------------  --------  ------------  -------------  ------------------  ----------------  ----------------------
          1          -1.4733                -1.8278    2.9370      832.3989         0.3338             -1.8072           -1.4662                 -1.7964
          2          -1.3662                -1.8278    3.3918     1048.2613         0.4427             -1.8089           -1.3356                 -1.7964
          3          -1.5018                -1.8278    3.8584     1417.4780         0.2522             -1.8089           -1.4943                 -1.7964
          4          -1.5323                -1.8278    4.1639     1680.5264         0.1679             -1.8089           -1.5164                 -1.7964
          5          -1.4255                -1.8278    4.5221     1978.9642         0.4503             -1.8757           -1.4032                 -1.7964
          6          -1.4744                -1.8278    4.8917     2222.3518         0.3345             -1.8757           -1.4662                 -1.7964
          7          -1.5358                -1.8278    5.2694     2528.6539         0.2626             -1.8757           -1.5087                 -1.7964
          8          -1.6586                -1.8278    5.7592     2791.7023         0.1449             -1.8757           -1.6671                 -1.7964
          9          -1.7663                -1.8278    6.1455     3066.5471         0.0905             -1.8757           -1.7790                 -1.7964
         10          -1.4983                -1.8278    7.0233     3357.1206         0.2896             -1.8757           -1.4810                 -1.7964
         11          -1.4034                -1.8278    7.5770     3710.6087         0.4038             -1.8757           -1.3963                 -1.7964
         12          -1.4784                -1.8278    8.1183     3914.6746         0.2116             -1.8757           -1.4567                 -1.7964
         13          -1.3889                -1.8278    8.4742     4185.5873         0.4563             -1.8757           -1.3879                 -1.7964
         14          -1.3339                -1.8278    8.9102     4244.1634         0.4870             -1.8757           -1.3231                 -1.7964
         15          -1.6171                -1.8278    9.3978     4467.8901         0.2028             -1.8757           -1.5931                 -1.7964
         16          -1.4478                -1.8278    9.8565     4738.8028         0.3407             -1.8757           -1.4106                 -1.7964
         17          -1.7195                -1.8278   10.3069     4978.2582         0.1069             -1.8757           -1.6972                 -1.7964
         18          -1.3265                -1.8278   10.7612     5253.1031         0.5322             -1.8757           -1.3318                 -1.7964
         19          -1.5938                -1.8278   11.3728     5524.0158         0.2522             -1.8757           -1.6010                 -1.7964
         20          -1.5040                -1.8278   11.8801     5802.7928         0.3399             -1.8757           -1.4775                 -1.7964
-----------  ---------------  ---------------------  --------  ------------  ----------------  ----------------------
  Iteration    Last func val    Incumbent Value val      Time    Train Time    Last func test    Incumbent Value test
-----------  ---------------  ---------------------  --------  ------------  ----------------  ----------------------
          0           3.3506                 3.3506    1.7422  4073472.7500            3.3506                  3.3506
-----------  ---------------  ---------------------  --------  ------------  -------------  ------------------  ----------------  ----------------------
  Iteration    Last func val    Incumbent Value val      Time    Train Time    Pool regret    Theoretical Best    Last func test    Incumbent Value test
-----------  ---------------  ---------------------  --------  ------------  -------------  ------------------  ----------------  ----------------------
          1           3.8105                 3.3506   11.1357  6104711.5000         0.5763              3.2342            3.8105                  3.3506
          2           3.6508                 3.3506   24.6961  7985173.0000         0.3264              3.2342            3.6508                  3.3506
          3           3.5408                 3.3506   35.6953  10030003.0000         0.2626              3.2342            3.5408                  3.3506
          4           3.7765                 3.3506   46.3547  12104923.0000         0.3769              3.2342            3.7765                  3.3506
          5           3.9124                 3.3506   57.4006  14126713.0000         0.5741              3.2342            3.9124                  3.3506
          6           3.6743                 3.3506   68.4412  16101543.0000         0.2997              3.2342            3.6743                  3.3506
          7           3.5435                 3.3506   78.7450  18324148.0000         0.1882              3.2342            3.5435                  3.3506
          8           3.8215                 3.3506   89.3597  20300182.0000         0.3782              3.2342            3.8215                  3.3506
          9           3.6551                 3.3506   99.8045  22375778.0000         0.2931              3.2342            3.6551                  3.3506
         10           3.5409                 3.3506  110.9164  24360088.0000         0.1870              3.2342            3.5409                  3.3506
         11           3.4135                 3.3506  124.5137  26238466.0000         0.1456              3.2342            3.4135                  3.3506
         12           3.7902                 3.3506  135.3599  28018252.0000         0.4382              3.2342            3.7902                  3.3506
         13           3.8171                 3.3506  146.1201  30089756.0000         0.5073              3.2342            3.8171                  3.3506
         14           3.5952                 3.3506  156.9868  32083492.0000         0.1058              3.2342            3.5952                  3.3506
         15           3.5647                 3.3506  168.1188  34080116.0000         0.1069              3.2342            3.5647                  3.3506
         16           3.3876                 3.3506  179.0571  36241636.0000         0.0530              3.2342            3.3876                  3.3506
         17           3.5296                 3.3506  190.0332  38343100.0000         0.1995              3.2342            3.5296                  3.3506
         18           3.7203                 3.3506  201.1104  40276200.0000         0.2243              3.2342            3.7203                  3.3506
         19           3.5189                 3.3506  211.8582  42148236.0000         0.3028              3.2161            3.5189                  3.3506
         20           3.2452                 3.2452  224.5632  44075748.0000         0.0000              3.2161            3.2452                  3.2452
         21           3.6158                 3.2452  235.6270  45998084.0000         0.3126              3.2161            3.6158                  3.2452
         22           3.8696                 3.2452  249.3064  47824292.0000         0.5693              3.2161            3.8696                  3.2452
         23           3.5752                 3.2452  263.4709  49914704.0000         0.2004              3.2161            3.5752                  3.2452
         24           3.1768                 3.1768  277.8660  51971296.0000         0.0000              3.1768            3.1768                  3.1768
         25           3.5743                 3.1768  292.3633  54121072.0000         0.3158              3.1768            3.5743                  3.1768
         26           3.3898                 3.1768  310.8223  56168000.0000         0.0104              3.1768            3.3898                  3.1768
         27           3.7007                 3.1768  322.3157  58093976.0000         0.3822              3.1768            3.7007                  3.1768
         28           3.7244                 3.1768  342.5111  60064548.0000         0.4983              3.1768            3.7244                  3.1768
         29           3.5784                 3.1768  371.1554  62049504.0000         0.2113              3.1768            3.5784                  3.1768
         30           3.5893                 3.1768  386.4252  64084800.0000         0.2568              3.1768            3.5893                  3.1768
         31           3.4721                 3.1768  401.7901  66091056.0000         0.1247              3.1768            3.4721                  3.1768
         32           3.4421                 3.1768  418.0220  67996984.0000         0.1290              3.1768            3.4421                  3.1768
         33           3.6136                 3.1768  433.3613  69982864.0000         0.3285              3.1768            3.6136                  3.1768
         34           3.7774                 3.1768  449.2843  72101968.0000         0.5837              3.1768            3.7774                  3.1768
         35           3.5875                 3.1768  465.0758  74166160.0000         0.2913              3.1768            3.5875                  3.1768
         36           3.4687                 3.1768  480.0677  76202000.0000         0.1316              3.1768            3.4687                  3.1768
         37           3.4041                 3.1768  495.6036  78192480.0000         0.0930              3.1768            3.4041                  3.1768
         38           3.8041                 3.1768  511.9417  80215008.0000         0.4452              3.1768            3.8041                  3.1768
         39           3.8408                 3.1768  527.9191  82247152.0000         0.3524              3.1768            3.8408                  3.1768
         40           3.7148                 3.1768  544.2376  84192840.0000         0.2024              3.1768            3.7148                  3.1768
         41           3.6176                 3.1768  560.0371  86158064.0000         0.3800              3.1768            3.6176                  3.1768
         42           3.5008                 3.1768  575.6810  88091616.0000         0.1027              3.1768            3.5008                  3.1768
         43           3.8622                 3.1768  591.2482  89911152.0000         0.4432              3.1768            3.8622                  3.1768
         44           3.8321                 3.1768  607.4521  91910512.0000         0.4910              3.1768            3.8321                  3.1768
         45           3.6858                 3.1768  623.8601  93825368.0000         0.3146              3.1768            3.6858                  3.1768
         46           3.5275                 3.1768  640.3672  95894800.0000         0.1815              3.1768            3.5275                  3.1768
         47           3.8427                 3.1768  656.7258  97834352.0000         0.5291              3.1768            3.8427                  3.1768
         48           3.5320                 3.1768  673.2332  99921584.0000         0.2005              3.1768            3.5320                  3.1768
         49           3.5023                 3.1768  691.8894  101987584.0000         0.2632              3.1768            3.5023                  3.1768
         50           3.6133                 3.1768  710.9146  104000912.0000         0.2975              3.1768            3.6133                  3.1768
-----------  ---------------  ---------------------  --------  ------------  ----------------  ----------------------
  Iteration    Last func val    Incumbent Value val      Time    Train Time    Last func test    Incumbent Value test
-----------  ---------------  ---------------------  --------  ------------  ----------------  ----------------------
          0           3.5112                 3.5112    1.6178  4000406.2500            3.5112                  3.5112
-----------  ---------------  ---------------------  --------  ------------  -------------  ------------------  ----------------  ----------------------
  Iteration    Last func val    Incumbent Value val      Time    Train Time    Pool regret    Theoretical Best    Last func test    Incumbent Value test
-----------  ---------------  ---------------------  --------  ------------  -------------  ------------------  ----------------  ----------------------
          1           3.5511                 3.5112   12.1693  6173349.0000         0.2102              3.3409            3.5511                  3.5112
          2           3.5758                 3.5112   22.7856  8080358.0000         0.2424              3.3334            3.5758                  3.5112
          3           3.3028                 3.3028   33.4148  10146310.0000         0.0000              3.3028            3.3028                  3.3028
          4           3.7753                 3.3028   44.0125  12167687.0000         0.3385              3.3028            3.7753                  3.3028
          5           3.4933                 3.3028   54.9272  14134461.0000         0.1482              3.3028            3.4933                  3.3028
          6           3.6351                 3.3028   66.8828  16174660.0000         0.3257              3.3028            3.6351                  3.3028
          7           3.5853                 3.3028   77.5676  18180534.0000         0.2683              3.3028            3.5853                  3.3028
          8           3.7505                 3.3028   88.4149  20135868.0000         0.6599              3.0906            3.7505                  3.3028
          9           3.7190                 3.3028   99.8227  22124414.0000         0.4003              3.0906            3.7190                  3.3028
         10           3.5381                 3.3028  110.7454  24205712.0000         0.2505              3.0906            3.5381                  3.3028
         11           3.7377                 3.3028  121.8607  26206524.0000         0.3897              3.0906            3.7377                  3.3028
         12           3.6290                 3.3028  132.8690  28368474.0000         0.3512              3.0906            3.6290                  3.3028
         13           3.7786                 3.3028  144.2031  30202326.0000         0.3237              3.0906            3.7786                  3.3028
         14           3.5770                 3.3028  155.0968  32154308.0000         0.1740              3.0906            3.5770                  3.3028
         15           3.8689                 3.3028  166.1309  34115248.0000         0.5171              3.0906            3.8689                  3.3028
         16           3.4414                 3.3028  177.0505  36213540.0000         0.0000              3.0906            3.4414                  3.3028
         17           3.3435                 3.3028  188.6660  38209976.0000         0.0028              3.0906            3.3435                  3.3028
         18           3.4914                 3.3028  199.4931  40196232.0000         0.1507              3.0906            3.4914                  3.3028
         19           3.9387                 3.3028  210.4681  42143036.0000         0.5927              3.0906            3.9387                  3.3028
-----------  ---------------  ---------------------  --------  ------------  ----------------  ----------------------
  Iteration    Last func val    Incumbent Value val      Time    Train Time    Last func test    Incumbent Value test
-----------  ---------------  ---------------------  --------  ------------  ----------------  ----------------------
          0           3.5726                 3.5726    1.9031  4214042.0000            3.5726                  3.5726
-----------  ---------------  ---------------------  --------  ------------  -------------  ------------------  ----------------  ----------------------
  Iteration    Last func val    Incumbent Value val      Time    Train Time    Pool regret    Theoretical Best    Last func test    Incumbent Value test
-----------  ---------------  ---------------------  --------  ------------  -------------  ------------------  ----------------  ----------------------
          1           3.6419                 3.5726   20.4202  6143675.0000         0.1216              3.5203            3.6419                  3.5726
          2           3.5246                 3.5246   33.5737  8163749.5000         0.1753              3.3493            3.5246                  3.5246
          3           3.4265                 3.4265   43.8984  10190878.0000         0.1884              3.2381            3.4265                  3.4265
-----------  ---------------  ---------------------  --------  ------------  ----------------  ----------------------
  Iteration    Last func val    Incumbent Value val      Time    Train Time    Last func test    Incumbent Value test
-----------  ---------------  ---------------------  --------  ------------  ----------------  ----------------------
          0           4.3835                 4.3835    2.2336  3850271.2500            4.3835                  4.3835
-----------  ---------------  ---------------------  --------  ------------  ----------------  ----------------------
  Iteration    Last func val    Incumbent Value val      Time    Train Time    Last func test    Incumbent Value test
-----------  ---------------  ---------------------  --------  ------------  ----------------  ----------------------
          0           3.8025                 3.8025    2.0720  3918603.0000            3.8025                  3.8025
-----------  ---------------  ---------------------  --------  ------------  -------------  ------------------  ----------------  ----------------------
  Iteration    Last func val    Incumbent Value val      Time    Train Time    Pool regret    Theoretical Best    Last func test    Incumbent Value test
-----------  ---------------  ---------------------  --------  ------------  -------------  ------------------  ----------------  ----------------------
          1           4.5572                 3.8025   13.6820  5757122.5000         0.3979              4.1593            4.5572                  3.8025
          2           4.5738                 3.8025   25.9409  7809652.0000         0.4964              4.0774            4.5738                  3.8025
          3           4.2183                 3.8025   37.9068  9775724.0000         0.0180              4.0774            4.2183                  3.8025
          4           4.2054                 3.8025   49.9684  11744238.0000         0.0000              4.0774            4.2054                  3.8025
          5           3.8299                 3.8025   62.7379  13824386.0000         0.0000              3.8299            3.8299                  3.8025
          6           4.7208                 3.8025   74.9230  15654729.0000         0.6472              3.8299            4.7208                  3.8025
          7           4.4762                 3.8025   87.2836  17605128.0000         0.5633              3.8299            4.4762                  3.8025
          8           4.3430                 3.8025   99.4444  19431284.0000         0.3422              3.8299            4.3430                  3.8025
          9           4.6922                 3.8025  112.2340  21377126.0000         0.6956              3.8299            4.6922                  3.8025
         10           4.3255                 3.8025  125.1243  23303086.0000         0.1327              3.8299            4.3255                  3.8025
         11           4.5447                 3.8025  137.8934  25179860.0000         0.4546              3.8299            4.5447                  3.8025
         12           4.3206                 3.8025  149.8824  27092180.0000         0.2849              3.8299            4.3206                  3.8025
         13           4.4087                 3.8025  161.6274  28942794.0000         0.5281              3.8299            4.4087                  3.8025
         14           4.4829                 3.8025  173.3474  30932788.0000         0.3294              3.8299            4.4829                  3.8025
         15           4.2691                 3.8025  185.9248  32992910.0000         0.1017              3.8299            4.2691                  3.8025
         16           4.5684                 3.8025  197.8226  34846476.0000         0.3148              3.8299            4.5684                  3.8025
         17           4.5263                 3.8025  209.7460  36832560.0000         0.3069              3.8299            4.5263                  3.8025
         18           5.0390                 3.8025  222.4288  38780108.0000         0.9240              3.8299            5.0390                  3.8025
         19           4.3702                 3.8025  235.5522  40727820.0000         0.6476              3.7226            4.3702                  3.8025
         20           4.7521                 3.8025  248.2194  42640176.0000         0.5519              3.7226            4.7521                  3.8025
         21           4.2523                 3.8025  261.5302  44546696.0000         0.2363              3.7226            4.2523                  3.8025
         22           5.8548                 3.8025  276.7021  46519016.0000         1.7642              3.7226            5.8548                  3.8025
         23           4.5246                 3.8025  290.1041  48431900.0000         0.5079              3.7226            4.5246                  3.8025
         24           4.4510                 3.8025  303.0746  50256512.0000         0.6856              3.7226            4.4510                  3.8025
         25           4.2339                 3.8025  315.9884  52197736.0000         0.1021              3.7226            4.2339                  3.8025
         26           5.0971                 3.8025  329.7699  54137740.0000         0.9538              3.7226            5.0971                  3.8025
         27           5.1134                 3.8025  343.0779  56086288.0000         1.0175              3.7226            5.1134                  3.8025
         28           4.4323                 3.8025  355.8762  57903844.0000         0.5374              3.7226            4.4323                  3.8025
         29           4.4874                 3.8025  368.8555  59781208.0000         0.4137              3.7226            4.4874                  3.8025
         30           4.0550                 3.8025  381.6995  61726192.0000         0.0000              3.7226            4.0550                  3.8025
         31           4.2245                 3.8025  394.7313  63720688.0000         0.1221              3.7226            4.2245                  3.8025
         32           4.5469                 3.8025  407.8731  65549968.0000         0.4434              3.7226            4.5469                  3.8025
         33           4.5231                 3.8025  421.2745  67433888.0000         0.4863              3.7226            4.5231                  3.8025
         34           4.5657                 3.8025  435.3651  69261728.0000         0.5253              3.7226            4.5657                  3.8025
         35           4.4145                 3.8025  448.3587  71111160.0000         0.4276              3.7226            4.4145                  3.8025
         36           4.5639                 3.8025  460.8976  72956928.0000         0.4922              3.7226            4.5639                  3.8025
