-----------  ---------------  ---------------------  --------  ------------  -------------  ------------------  ----------------  ----------------------
  Iteration    Last func val    Incumbent Value val      Time    Train Time    Pool regret    Theoretical Best    Last func test    Incumbent Value test
-----------  ---------------  ---------------------  --------  ------------  -------------  ------------------  ----------------  ----------------------
          0          -2.9790                -2.9790    0.3795       15.0000         0.5337             -3.5127           -2.9790                 -2.9790
-----------  ---------------  ---------------------  --------  ------------  -------------  ------------------  ----------------  ----------------------
  Iteration    Last func val    Incumbent Value val      Time    Train Time    Pool regret    Theoretical Best    Last func test    Incumbent Value test
-----------  ---------------  ---------------------  --------  ------------  -------------  ------------------  ----------------  ----------------------
         22          -0.6430                -1.2391    8.2133      125.0000         1.0821             -2.6183           -0.6430                 -1.2391
         23          -0.3238                -1.2391    8.6172      130.0000         1.0249             -2.6183           -0.3238                 -1.2391
         24          -0.4628                -1.2391    9.1246      135.0000         1.3266             -2.6183           -0.4628                 -1.2391
         25          -0.5457                -1.2391    9.6447      140.0000         1.4677             -2.6183           -0.5457                 -1.2391
         26          -0.2766                -1.2391   10.1425      145.0000         2.4297             -2.7063           -0.2766                 -1.2391
         27          -0.6049                -1.2391   10.4759      150.0000         1.4127             -2.7063           -0.6049                 -1.2391
         28          -0.5376                -1.2391   10.8895      155.0000         1.3887             -2.7063           -0.5376                 -1.2391
         29          -0.5244                -1.2391   11.3696      160.0000         1.4257             -2.7063           -0.5244                 -1.2391
         30          -2.6434                -2.6434   11.9123      165.0000         0.1890             -2.8324           -2.6434                 -2.6434
         31          -0.8553                -2.6434   12.4080      170.0000         0.5758             -2.8324           -0.8553                 -2.6434
         32          -1.7275                -2.6434   12.9437      175.0000         0.0000             -2.8324           -1.7275                 -2.6434
         33          -0.4657                -2.6434   13.5338      180.0000         1.6165             -2.8324           -0.4657                 -2.6434
         34          -1.1205                -2.6434   14.0414      185.0000         0.9077             -2.8324           -1.1205                 -2.6434
         35          -0.4987                -2.6434   14.4347      190.0000         1.3651             -2.8324           -0.4987                 -2.6434
         36          -0.7751                -2.6434   14.9453      195.0000         0.8553             -2.8324           -0.7751                 -2.6434
         37          -1.6034                -2.6434   15.3397      200.0000         0.4246             -2.8324           -1.6034                 -2.6434
         38          -0.2741                -2.6434   15.7920      205.0000         2.0131             -2.8324           -0.2741                 -2.6434
         39          -0.6006                -2.6434   16.2355      210.0000         1.7797             -2.8324           -0.6006                 -2.6434
         40          -1.0000                -2.6434   16.6534      215.0000         1.6970             -2.8324           -1.0000                 -2.6434
         41          -1.2845                -2.6434   17.1196      220.0000         1.2574             -2.8324           -1.2845                 -2.6434
         42          -0.2664                -2.6434   17.8776      225.0000         2.3791             -2.8324           -0.2664                 -2.6434
         43          -0.9987                -2.6434   18.5306      230.0000         0.4109             -2.8324           -0.9987                 -2.6434
         44          -1.3459                -2.6434   19.0932      235.0000         0.9633             -2.8324           -1.3459                 -2.6434
         45          -0.2801                -2.6434   19.7232      240.0000         1.3124             -2.8324           -0.2801                 -2.6434
         46          -1.7624                -2.6434   20.3343      245.0000         0.9047             -2.8324           -1.7624                 -2.6434
         47          -1.1670                -2.6434   20.8580      250.0000         0.3924             -2.8324           -1.1670                 -2.6434
         48          -0.3924                -2.6434   21.4433      255.0000         1.3489             -2.8324           -0.3924                 -2.6434
         49          -0.9182                -2.6434   22.0270      260.0000         0.6166             -2.8324           -0.9182                 -2.6434
-----------  ---------------  ---------------------  --------  ------------  -------------  ------------------  ----------------  ----------------------
  Iteration    Last func val    Incumbent Value val      Time    Train Time    Pool regret    Theoretical Best    Last func test    Incumbent Value test
-----------  ---------------  ---------------------  --------  ------------  -------------  ------------------  ----------------  ----------------------
          0          -0.6672                -0.6672    0.4367       15.0000         1.5004             -2.1676           -0.6672                 -0.6672
-----------  ---------------  ---------------------  --------  ------------  -------------  ------------------  ----------------  ----------------------
  Iteration    Last func val    Incumbent Value val      Time    Train Time    Pool regret    Theoretical Best    Last func test    Incumbent Value test
-----------  ---------------  ---------------------  --------  ------------  -------------  ------------------  ----------------  ----------------------
          1          -0.8772                -0.8772    0.8135       20.0000         0.5420             -2.1676           -0.8772                 -0.8772
          2          -0.8562                -0.8772    1.1761       25.0000         0.3149             -2.1676           -0.8562                 -0.8772
          3          -0.6181                -0.8772    1.5633       30.0000         1.9336             -2.5517           -0.6181                 -0.8772
          4          -0.4157                -0.8772    1.8614       35.0000         1.7568             -2.5517           -0.4157                 -0.8772
          5          -0.2021                -0.8772    2.2070       40.0000         0.8697             -2.5517           -0.2021                 -0.8772
          6          -0.7830                -0.8772    2.5941       45.0000         0.5892             -2.5517           -0.7830                 -0.8772
          7          -1.0115                -1.0115    3.0000       50.0000         1.0632             -2.5517           -1.0115                 -1.0115
          8          -1.9853                -1.9853    3.3200       55.0000         0.1543             -2.5517           -1.9853                 -1.9853
          9          -0.2823                -1.9853    3.7312       60.0000         1.2689             -2.5517           -0.2823                 -1.9853
         10          -0.1863                -1.9853    4.1389       65.0000         2.1426             -2.5517           -0.1863                 -1.9853
         11          -1.6321                -1.9853    4.5578       70.0000         0.3558             -2.5517           -1.6321                 -1.9853
         12          -0.8316                -1.9853    5.0035       75.0000         1.1315             -2.5517           -0.8316                 -1.9853
         13          -0.8591                -1.9853    5.4082       80.0000         0.8866             -2.5517           -0.8591                 -1.9853
         14          -0.4765                -1.9853    5.8806       85.0000         1.8768             -2.5517           -0.4765                 -1.9853
         15          -0.4894                -1.9853    6.4220       90.0000         1.4247             -2.5517           -0.4894                 -1.9853
         16          -0.2694                -1.9853    6.9202       95.0000         2.0845             -2.5517           -0.2694                 -1.9853
         17          -0.9621                -1.9853    7.3391      100.0000         0.8562             -2.5517           -0.9621                 -1.9853
         18          -0.8193                -1.9853    7.7494      105.0000         0.8373             -2.5517           -0.8193                 -1.9853
         19          -0.2070                -1.9853    8.1487      110.0000         1.6573             -2.5517           -0.2070                 -1.9853
         20          -0.3316                -1.9853    8.6156      115.0000         1.3368             -2.5517           -0.3316                 -1.9853
         21          -1.3202                -1.9853    9.0959      120.0000         1.3197             -2.6399           -1.3202                 -1.9853
         22          -0.3155                -1.9853    9.7070      125.0000         1.0628             -2.6399           -0.3155                 -1.9853
         23          -1.6457                -1.9853   10.1835      130.0000         0.2462             -2.6399           -1.6457                 -1.9853
         24          -0.0463                -1.9853   10.8173      135.0000         1.8121             -2.6399           -0.0463                 -1.9853
         25          -1.1809                -1.9853   11.4318      140.0000         0.2671             -2.6399           -1.1809                 -1.9853
         26          -0.0865                -1.9853   12.0561      145.0000         1.5332             -2.6399           -0.0865                 -1.9853
         27          -0.4265                -1.9853   12.7094      150.0000         1.6319             -2.6399           -0.4265                 -1.9853
         28          -0.2635                -1.9853   13.1683      155.0000         1.6527             -2.6399           -0.2635                 -1.9853
         29          -1.5271                -1.9853   13.6445      160.0000         0.4827             -2.6399           -1.5271                 -1.9853
         30          -0.3921                -1.9853   14.1497      165.0000         0.9483             -2.6399           -0.3921                 -1.9853
         31          -0.8057                -1.9853   14.6269      170.0000         1.5825             -2.6399           -0.8057                 -1.9853
         32          -0.5242                -1.9853   15.2231      175.0000         0.7606             -2.6399           -0.5242                 -1.9853
         33          -0.5072                -1.9853   15.7878      180.0000         1.1884             -2.6399           -0.5072                 -1.9853
         34          -0.5243                -1.9853   16.3460      185.0000         1.7950             -2.6399           -0.5243                 -1.9853
         35          -0.8982                -1.9853   16.8375      190.0000         0.6307             -2.6399           -0.8982                 -1.9853
         36          -0.5789                -1.9853   17.2713      195.0000         0.4639             -2.6399           -0.5789                 -1.9853
         37          -0.7889                -1.9853   17.6791      200.0000         0.8490             -2.6399           -0.7889                 -1.9853
         38          -0.3395                -1.9853   18.1541      205.0000         2.3994             -2.7389           -0.3395                 -1.9853
         39          -0.4467                -1.9853   18.5726      210.0000         1.2670             -2.7389           -0.4467                 -1.9853
         40          -0.4562                -1.9853   19.0042      215.0000         1.1030             -2.7389           -0.4562                 -1.9853
         41          -2.0037                -2.0037   19.4266      220.0000         0.0658             -2.7389           -2.0037                 -2.0037
         42          -0.7600                -2.0037   19.8422      225.0000         0.6501             -2.7389           -0.7600                 -2.0037
         43          -0.7065                -2.0037   20.2725      230.0000         1.6882             -2.7389           -0.7065                 -2.0037
         44          -0.4216                -2.0037   20.6892      235.0000         1.8675             -2.7389           -0.4216                 -2.0037
         45          -0.1235                -2.0037   21.1393      240.0000         2.2248             -2.7389           -0.1235                 -2.0037
         46          -0.4778                -2.0037   21.6874      245.0000         1.0241             -2.7389           -0.4778                 -2.0037
         47          -1.7479                -2.0037   22.1458      250.0000         1.0831             -2.8310           -1.7479                 -2.0037
         48          -0.8530                -2.0037   22.6733      255.0000         0.8397             -2.8310           -0.8530                 -2.0037
         49          -1.1706                -2.0037   23.1677      260.0000         1.2941             -2.8310           -1.1706                 -2.0037
-----------  ---------------  ---------------------  --------  ------------  -------------  ------------------  ----------------  ----------------------
  Iteration    Last func val    Incumbent Value val      Time    Train Time    Pool regret    Theoretical Best    Last func test    Incumbent Value test
-----------  ---------------  ---------------------  --------  ------------  -------------  ------------------  ----------------  ----------------------
          0          18.4785                18.4785    0.3809       15.0000        17.9340              0.5446           18.4785                 18.4785
-----------  ---------------  ---------------------  --------  ------------  -------------  ------------------  ----------------  ----------------------
  Iteration    Last func val    Incumbent Value val      Time    Train Time    Pool regret    Theoretical Best    Last func test    Incumbent Value test
-----------  ---------------  ---------------------  --------  ------------  -------------  ------------------  ----------------  ----------------------
          1          18.2356                18.2356    0.6122       20.0000        17.1622              0.5446           18.2356                 18.2356
          2           5.6400                 5.6400    0.8542       25.0000         4.1880              0.5446            5.6400                  5.6400
          3           2.7856                 2.7856    1.1038       30.0000         1.1985              0.5446            2.7856                  2.7856
          4           3.6854                 2.7856    1.3630       35.0000         3.2520              0.4334            3.6854                  2.7856
          5           9.3254                 2.7856    1.6249       40.0000         8.7398              0.4334            9.3254                  2.7856
          6           7.4941                 2.7856    1.7797       45.0000         6.7810              0.4334            7.4941                  2.7856
          7          20.3021                 2.7856    1.9395       50.0000        19.6228              0.4334           20.3021                  2.7856
          8          12.0512                 2.7856    2.1269       55.0000        10.0527              0.4334           12.0512                  2.7856
          9          22.5366                 2.7856    2.2838       60.0000        21.1805              0.4334           22.5366                  2.7856
         10          20.4891                 2.7856    2.4442       65.0000        19.9917              0.4334           20.4891                  2.7856
         11           0.4366                 0.4366    2.6097       70.0000         0.0000              0.4334            0.4366                  0.4366
         12          33.8206                 0.4366    2.7731       75.0000        33.1134              0.4334           33.8206                  0.4366
         13           3.7858                 0.4366    2.9772       80.0000         3.2405              0.4334            3.7858                  0.4366
         14           6.1186                 0.4366    3.2830       85.0000         4.9075              0.4334            6.1186                  0.4366
         15          11.1161                 0.4366    3.5768       90.0000         9.7611              0.4334           11.1161                  0.4366
         16           4.0541                 0.4366    3.8739       95.0000         3.4661              0.4334            4.0541                  0.4366
         17           5.3519                 0.4366    4.2698      100.0000         4.6759              0.4334            5.3519                  0.4366
         18           3.2806                 0.4366    4.6170      105.0000         2.8291              0.4334            3.2806                  0.4366
         19           1.3105                 0.4366    4.9384      110.0000         0.7395              0.4334            1.3105                  0.4366
         20           3.4917                 0.4366    5.3551      115.0000         2.7472              0.4334            3.4917                  0.4366
         21           5.3771                 0.4366    5.7758      120.0000         4.7023              0.4334            5.3771                  0.4366
         22          53.0863                 0.4366    6.1855      125.0000        52.6875              0.3988           53.0863                  0.4366
         23          27.8479                 0.4366    6.5659      130.0000        27.3849              0.3988           27.8479                  0.4366
         24          11.2569                 0.4366    6.8214      135.0000         9.3776              0.3988           11.2569                  0.4366
         25           5.4472                 0.4366    7.0716      140.0000         4.9411              0.3988            5.4472                  0.4366
         26          14.4386                 0.4366    7.3270      145.0000        13.7897              0.3988           14.4386                  0.4366
         27          14.0951                 0.4366    7.6199      150.0000        12.0112              0.3988           14.0951                  0.4366
         28           3.1003                 0.4366    7.9509      155.0000         2.3009              0.3988            3.1003                  0.4366
         29           3.3704                 0.4366    8.3593      160.0000         2.6014              0.3988            3.3704                  0.4366
         30           3.5931                 0.4366    8.8068      165.0000         2.8572              0.3988            3.5931                  0.4366
         31           1.3356                 0.4366    9.2406      170.0000         0.6685              0.3988            1.3356                  0.4366
         32           7.4820                 0.4366    9.6113      175.0000         7.0536              0.3988            7.4820                  0.4366
         33          11.3665                 0.4366    9.9957      180.0000        10.7060              0.3988           11.3665                  0.4366
         34          12.9702                 0.4366   10.4172      185.0000        12.4990              0.3988           12.9702                  0.4366
         35           4.5930                 0.4366   10.7151      190.0000         3.0256              0.3988            4.5930                  0.4366
         36           3.2677                 0.4366   11.0311      195.0000         2.7196              0.3988            3.2677                  0.4366
         37           0.6921                 0.4366   11.3438      200.0000         0.0000              0.3988            0.6921                  0.4366
         38           4.3197                 0.4366   11.7362      205.0000         2.2665              0.3988            4.3197                  0.4366
         39          22.6534                 0.4366   12.1007      210.0000        21.9822              0.3988           22.6534                  0.4366
         40           0.7033                 0.4366   12.4412      215.0000         0.2906              0.3988            0.7033                  0.4366
         41           1.5891                 0.4366   12.7757      220.0000         0.0000              0.3988            1.5891                  0.4366
         42           4.1153                 0.4366   13.1299      225.0000         3.6814              0.3988            4.1153                  0.4366
         43           8.9358                 0.4366   13.5553      230.0000         8.1604              0.3988            8.9358                  0.4366
         44          29.3384                 0.4366   13.9151      235.0000        28.7831              0.3988           29.3384                  0.4366
         45           5.2690                 0.4366   14.2585      240.0000         4.3970              0.3988            5.2690                  0.4366
         46           5.3256                 0.4366   14.6340      245.0000         4.6682              0.3988            5.3256                  0.4366
         47          18.1089                 0.4366   15.0176      250.0000        17.0730              0.3988           18.1089                  0.4366
         48           5.3097                 0.4366   15.4144      255.0000         4.7708              0.3988            5.3097                  0.4366
         49           1.2468                 0.4366   15.8670      260.0000         0.4069              0.3988            1.2468                  0.4366
-----------  ---------------  ---------------------  --------  ------------  -------------  ------------------  ----------------  ----------------------
  Iteration    Last func val    Incumbent Value val      Time    Train Time    Pool regret    Theoretical Best    Last func test    Incumbent Value test
-----------  ---------------  ---------------------  --------  ------------  -------------  ------------------  ----------------  ----------------------
          0           9.4783                 1.5863    0.2923       15.0000         8.8757              0.6026            9.4783                  1.5863
-----------  ---------------  ---------------------  --------  ------------  -------------  ------------------  ----------------  ----------------------
  Iteration    Last func val    Incumbent Value val      Time    Train Time    Pool regret    Theoretical Best    Last func test    Incumbent Value test
-----------  ---------------  ---------------------  --------  ------------  -------------  ------------------  ----------------  ----------------------
          1           4.9276                 1.5863    0.5529       20.0000         3.0862              0.6026            4.9276                  1.5863
          2           8.7109                 1.5863    0.8134       25.0000         8.2369              0.4740            8.7109                  1.5863
          3           1.2315                 1.2315    1.1433       30.0000         0.7581              0.4734            1.2315                  1.2315
          4           3.2310                 1.2315    1.5268       35.0000         1.9797              0.4734            3.2310                  1.2315
          5           9.8296                 1.2315    1.9149       40.0000         9.1127              0.4734            9.8296                  1.2315
          6           4.1454                 1.2315    2.1747       45.0000         3.6293              0.4734            4.1454                  1.2315
          7           0.9367                 0.9367    2.4464       50.0000         0.4632              0.4734            0.9367                  0.9367
          8           0.4947                 0.4947    2.7251       55.0000         0.0000              0.4734            0.4947                  0.4947
          9           9.9518                 0.4947    3.0289       60.0000         9.5313              0.4205            9.9518                  0.4947
         10          19.8842                 0.4947    3.3215       65.0000        17.8629              0.4205           19.8842                  0.4947
         11           3.3561                 0.4947    3.6204       70.0000         2.4116              0.4205            3.3561                  0.4947
         12           5.8156                 0.4947    3.9277       75.0000         5.1188              0.4205            5.8156                  0.4947
         13          11.9393                 0.4947    4.2387       80.0000        10.8340              0.4205           11.9393                  0.4947
         14           5.7347                 0.4947    4.5596       85.0000         5.0294              0.4205            5.7347                  0.4947
         15           0.7173                 0.4947    4.9166       90.0000         0.0000              0.4205            0.7173                  0.4947
         16           8.4172                 0.4947    5.3559       95.0000         7.8673              0.4205            8.4172                  0.4947
         17           2.0412                 0.4947    5.6409      100.0000         0.3329              0.4205            2.0412                  0.4947
         18          20.4529                 0.4947    5.9608      105.0000        19.8091              0.4205           20.4529                  0.4947
         19          29.1286                 0.4947    6.3068      110.0000        27.0638              0.4205           29.1286                  0.4947
         20          27.2920                 0.4947    6.7003      115.0000        26.2382              0.4205           27.2920                  0.4947
         21           4.4896                 0.4947    7.0542      120.0000         4.0005              0.4205            4.4896                  0.4947
         22           8.2248                 0.4947    7.4709      125.0000         6.7170              0.4205            8.2248                  0.4947
         23           1.8163                 0.4947    7.8968      130.0000         0.8581              0.4205            1.8163                  0.4947
         24          29.6300                 0.4947    8.3321      135.0000        28.6156              0.4205           29.6300                  0.4947
         25          16.9602                 0.4947    8.7767      140.0000        16.5401              0.4200           16.9602                  0.4947
         26          18.9662                 0.4947    9.1447      145.0000        17.7868              0.4200           18.9662                  0.4947
         27           7.9556                 0.4947    9.5118      150.0000         6.5623              0.4200            7.9556                  0.4947
         28           1.3943                 0.4947    9.9171      155.0000         0.9847              0.4096            1.3943                  0.4947
         29          10.7109                 0.4947   10.3273      160.0000        10.2859              0.4096           10.7109                  0.4947
         30           5.3111                 0.4947   10.7481      165.0000         3.6319              0.4096            5.3111                  0.4947
         31           7.1677                 0.4947   11.1723      170.0000         6.2703              0.4096            7.1677                  0.4947
         32           3.6460                 0.4947   11.6594      175.0000         2.8116              0.4096            3.6460                  0.4947
         33          26.7528                 0.4947   12.0910      180.0000        26.2678              0.4096           26.7528                  0.4947
         34          12.4329                 0.4947   12.4535      185.0000        11.7267              0.4096           12.4329                  0.4947
         35           3.8175                 0.4947   12.7580      190.0000         3.3784              0.4096            3.8175                  0.4947
         36           6.1315                 0.4947   13.0692      195.0000         5.1178              0.4096            6.1315                  0.4947
         37          26.4179                 0.4947   13.3678      200.0000        25.9879              0.4096           26.4179                  0.4947
         38          26.9350                 0.4947   13.7030      205.0000        26.3741              0.4096           26.9350                  0.4947
         39           0.6052                 0.4947   14.0316      210.0000         0.0000              0.4096            0.6052                  0.4947
         40          16.8807                 0.4947   14.3621      215.0000        16.0742              0.4096           16.8807                  0.4947
         41           0.4420                 0.4420   14.6905      220.0000         0.0399              0.4021            0.4420                  0.4420
         42           5.6848                 0.4420   15.0217      225.0000         4.5426              0.4021            5.6848                  0.4420
         43           2.4552                 0.4420   15.3834      230.0000         1.4748              0.4021            2.4552                  0.4420
         44          19.8133                 0.4420   15.7571      235.0000        18.3782              0.4021           19.8133                  0.4420
         45           2.9824                 0.4420   16.1309      240.0000         2.5836              0.3988            2.9824                  0.4420
         46          16.7325                 0.4420   16.5213      245.0000        16.1395              0.3988           16.7325                  0.4420
         47          19.7610                 0.4420   16.9030      250.0000        19.2167              0.3988           19.7610                  0.4420
         48          20.0081                 0.4420   17.3058      255.0000        19.2643              0.3988           20.0081                  0.4420
         49          15.6720                 0.4420   17.7004      260.0000        13.5554              0.3988           15.6720                  0.4420
-----------  ---------------  ---------------------  --------  ------------  -------------  ------------------  ----------------  ----------------------
  Iteration    Last func val    Incumbent Value val      Time    Train Time    Pool regret    Theoretical Best    Last func test    Incumbent Value test
-----------  ---------------  ---------------------  --------  ------------  -------------  ------------------  ----------------  ----------------------
          0           8.2861                 8.2861    0.2982       15.0000         7.8231              0.4630            8.2861                  8.2861
-----------  ---------------  ---------------------  --------  ------------  -------------  ------------------  ----------------  ----------------------
  Iteration    Last func val    Incumbent Value val      Time    Train Time    Pool regret    Theoretical Best    Last func test    Incumbent Value test
-----------  ---------------  ---------------------  --------  ------------  -------------  ------------------  ----------------  ----------------------
          1          10.0366                 8.2861    0.5441       20.0000         9.5731              0.4630           10.0366                  8.2861
          2           1.1498                 1.1498    0.8016       25.0000         0.3239              0.4630            1.1498                  1.1498
          3          29.5541                 1.1498    1.0644       30.0000        28.5998              0.4630           29.5541                  1.1498
          4          15.4431                 1.1498    1.3206       35.0000        13.8441              0.4630           15.4431                  1.1498
          5          12.3203                 1.1498    1.5692       40.0000        11.5747              0.4630           12.3203                  1.1498
          6           4.9833                 1.1498    1.8259       45.0000         4.1306              0.4630            4.9833                  1.1498
          7          10.0181                 1.1498    2.1179       50.0000         7.7573              0.4630           10.0181                  1.1498
          8           9.1434                 1.1498    2.4583       55.0000         8.2928              0.4630            9.1434                  1.1498
          9          17.3559                 1.1498    2.7272       60.0000        16.7050              0.4630           17.3559                  1.1498
         10          17.9977                 1.1498    3.0013       65.0000        17.1373              0.4630           17.9977                  1.1498
         11           1.6609                 1.1498    3.1725       70.0000         1.1867              0.4630            1.6609                  1.1498
         12           1.8480                 1.1498    3.3730       75.0000         1.1423              0.4630            1.8480                  1.1498
         13          10.2145                 1.1498    3.6200       80.0000         9.6731              0.4630           10.2145                  1.1498
         14           2.8122                 1.1498    3.8175       85.0000         1.5225              0.4630            2.8122                  1.1498
         15          28.0233                 1.1498    4.0556       90.0000        27.0092              0.4630           28.0233                  1.1498
         16           4.1542                 1.1498    4.3729       95.0000         3.4880              0.4630            4.1542                  1.1498
         17           7.1322                 1.1498    4.6907      100.0000         6.5782              0.4630            7.1322                  1.1498
         18           5.3516                 1.1498    5.0063      105.0000         4.8632              0.4630            5.3516                  1.1498
         19           7.5002                 1.1498    5.3257      110.0000         5.9483              0.4630            7.5002                  1.1498
         20          13.9850                 1.1498    5.6657      115.0000        13.3673              0.4630           13.9850                  1.1498
         21          35.8022                 1.1498    6.0086      120.0000        34.8895              0.4630           35.8022                  1.1498
         22           1.8732                 1.1498    6.3601      125.0000         0.8430              0.4630            1.8732                  1.1498
         23          19.1948                 1.1498    6.7161      130.0000        18.5706              0.4630           19.1948                  1.1498
         24           2.1212                 1.1498    7.0721      135.0000         0.0000              0.4630            2.1212                  1.1498
         25           1.0832                 1.0832    7.4386      140.0000         0.5437              0.4630            1.0832                  1.0832
         26           2.3282                 1.0832    7.8207      145.0000         1.7247              0.4630            2.3282                  1.0832
         27          10.2593                 1.0832    8.1994      150.0000         9.6277              0.4630           10.2593                  1.0832
         28          26.0771                 1.0832    8.5574      155.0000        25.5489              0.4630           26.0771                  1.0832
         29           4.0080                 1.0832    8.8922      160.0000         3.5601              0.4478            4.0080                  1.0832
         30           0.5055                 0.5055    9.1932      165.0000         0.0000              0.4478            0.5055                  0.5055
         31          15.5850                 0.5055    9.5685      170.0000        13.7966              0.4478           15.5850                  0.5055
         32          13.8790                 0.5055   10.0451      175.0000        13.2742              0.4478           13.8790                  0.5055
         33          48.9963                 0.5055   10.4456      180.0000        48.5264              0.4478           48.9963                  0.5055
         34           4.6700                 0.5055   10.8660      185.0000         3.5542              0.4478            4.6700                  0.5055
         35          19.3442                 0.5055   11.1835      190.0000        17.8349              0.4478           19.3442                  0.5055
         36           9.2219                 0.5055   11.5037      195.0000         8.4389              0.4478            9.2219                  0.5055
         37           1.8539                 0.5055   11.8281      200.0000         0.7334              0.4478            1.8539                  0.5055
         38           3.5166                 0.5055   12.1602      205.0000         3.0235              0.4478            3.5166                  0.5055
         39           8.0911                 0.5055   12.4931      210.0000         7.5826              0.4478            8.0911                  0.5055
         40          30.4907                 0.5055   12.8859      215.0000        29.5632              0.4478           30.4907                  0.5055
         41           8.5842                 0.5055   13.2474      220.0000         6.0170              0.4478            8.5842                  0.5055
         42          10.1769                 0.5055   13.6038      225.0000         9.7084              0.4478           10.1769                  0.5055
         43          10.1342                 0.5055   13.9770      230.0000         8.7731              0.4478           10.1342                  0.5055
         44           0.7718                 0.5055   14.3866      235.0000         0.0408              0.4478            0.7718                  0.5055
         45           4.0784                 0.5055   14.7815      240.0000         3.6113              0.4478            4.0784                  0.5055
         46           7.1049                 0.5055   15.1872      245.0000         5.3167              0.4478            7.1049                  0.5055
         47           8.3855                 0.5055   15.5862      250.0000         7.3907              0.4478            8.3855                  0.5055
         48           6.0074                 0.5055   16.0052      255.0000         5.5426              0.4478            6.0074                  0.5055
         49           6.3173                 0.5055   16.4308      260.0000         5.8226              0.4478            6.3173                  0.5055
-----------  ---------------  ---------------------  --------  ------------  -------------  ------------------  ----------------  ----------------------
  Iteration    Last func val    Incumbent Value val      Time    Train Time    Pool regret    Theoretical Best    Last func test    Incumbent Value test
-----------  ---------------  ---------------------  --------  ------------  -------------  ------------------  ----------------  ----------------------
          0          -7.0868                -7.6530    0.4683       15.0000         1.2983             -8.3851           -7.0868                 -7.6530
-----------  ---------------  ---------------------  --------  ------------  -------------  ------------------  ----------------  ----------------------
  Iteration    Last func val    Incumbent Value val      Time    Train Time    Pool regret    Theoretical Best    Last func test    Incumbent Value test
-----------  ---------------  ---------------------  --------  ------------  -------------  ------------------  ----------------  ----------------------
          1          -7.9368                -7.9368    0.7743       20.0000         0.0591             -8.3851           -7.9368                 -7.9368
          2          -7.2540                -7.9368    1.0847       25.0000         1.0651             -8.3851           -7.2540                 -7.9368
          3          -7.1407                -7.9368    1.4076       30.0000         0.0000             -8.3851           -7.1407                 -7.9368
          4          -8.3327                -8.3327    1.7349       35.0000         0.0573             -8.3900           -8.3327                 -8.3327
          5          -7.6699                -8.3327    2.0578       40.0000         0.1202             -8.3900           -7.6699                 -8.3327
          6          -7.9206                -8.3327    2.3915       45.0000         0.1672             -8.3900           -7.9206                 -8.3327
          7          -7.5122                -8.3327    2.7297       50.0000         0.7817             -8.3900           -7.5122                 -8.3327
          8          -7.0917                -8.3327    3.0816       55.0000         1.1452             -8.3900           -7.0917                 -8.3327
          9          -7.1101                -8.3327    3.4414       60.0000         1.4902             -8.6003           -7.1101                 -8.3327
         10          -7.5242                -8.3327    3.8267       65.0000         0.0000             -8.6003           -7.5242                 -8.3327
         11          -8.0064                -8.3327    4.2043       70.0000         0.4444             -8.6003           -8.0064                 -8.3327
         12          -7.4974                -8.3327    4.5899       75.0000         0.5385             -8.6003           -7.4974                 -8.3327
         13          -7.6981                -8.3327    4.9982       80.0000         0.1798             -8.6003           -7.6981                 -8.3327
         14          -7.9632                -8.3327    5.4065       85.0000         0.0000             -8.6003           -7.9632                 -8.3327
         15          -7.2920                -8.3327    5.8251       90.0000         0.3270             -8.6003           -7.2920                 -8.3327
         16          -7.1090                -8.3327    6.2637       95.0000         0.8040             -8.6003           -7.1090                 -8.3327
         17          -7.5619                -8.3327    6.7146      100.0000         0.0000             -8.6003           -7.5619                 -8.3327
         18          -7.3656                -8.3327    7.1706      105.0000         0.8346             -8.6003           -7.3656                 -8.3327
         19          -8.1863                -8.3327    7.6335      110.0000         0.0987             -8.6003           -8.1863                 -8.3327
         20          -7.8750                -8.3327    8.1245      115.0000         0.9837             -8.8587           -7.8750                 -8.3327
         21          -8.1585                -8.3327    8.6138      120.0000         0.0000             -8.8587           -8.1585                 -8.3327
         22          -7.2320                -8.3327    9.1445      125.0000         1.2175             -8.8587           -7.2320                 -8.3327
         23          -7.2989                -8.3327    9.6820      130.0000         0.4251             -8.8587           -7.2989                 -8.3327
         24          -7.4018                -8.3327   10.2647      135.0000         0.3670             -8.8587           -7.4018                 -8.3327
         25          -7.3019                -8.3327   11.2647      140.0000         0.9399             -8.8587           -7.3019                 -8.3327
         26          -7.3753                -8.3327   12.5665      145.0000         0.1505             -8.8587           -7.3753                 -8.3327
         27          -7.7032                -8.3327   13.6579      150.0000         0.2424             -8.8587           -7.7032                 -8.3327
         28          -7.4966                -8.3327   14.6373      155.0000         0.0000             -8.8587           -7.4966                 -8.3327
         29          -8.1579                -8.3327   16.0193      160.0000         0.0000             -8.8587           -8.1579                 -8.3327
         30          -7.3464                -8.3327   17.5580      165.0000         0.2045             -8.8587           -7.3464                 -8.3327
         31          -8.5248                -8.5248   18.7374      170.0000         0.0000             -8.8587           -8.5248                 -8.5248
         32          -6.8521                -8.5248   19.9720      175.0000         0.8139             -8.8587           -6.8521                 -8.5248
         33          -7.9072                -8.5248   21.2325      180.0000         0.0000             -8.8587           -7.9072                 -8.5248
