Iteration,Last func val,Incumbent Value val,Time,Cum Train Time,Last func test,Incumbent Value test
0,-0.5725102188178193,-0.9553236872576923,0.3799471855163574,15.0,-0.5725102188178193,-0.9553236872576923
1,-0.2830871163154088,-0.9553236872576923,0.5684559345245361,20.0,-0.2830871163154088,-0.9553236872576923
2,-0.2454306359051285,-0.9553236872576923,0.796942949295044,25.0,-0.2454306359051285,-0.9553236872576923
3,-0.39586934288587267,-0.9553236872576923,0.9977140426635742,30.0,-0.39586934288587267,-0.9553236872576923
4,-1.6713061236597802,-1.6713061236597802,1.205171823501587,35.0,-1.6713061236597802,-1.6713061236597802
5,-1.1026448810288723,-1.6713061236597802,1.4153549671173096,40.0,-1.1026448810288723,-1.6713061236597802
6,-0.581640639635065,-1.6713061236597802,1.6338889598846436,45.0,-0.581640639635065,-1.6713061236597802
7,-0.5755206357198119,-1.6713061236597802,1.8672187328338623,50.0,-0.5755206357198119,-1.6713061236597802
8,-0.5713464552474904,-1.6713061236597802,2.0855588912963867,55.0,-0.5713464552474904,-1.6713061236597802
9,-0.7607755364563322,-1.6713061236597802,2.3073787689208984,60.0,-0.7607755364563322,-1.6713061236597802
10,-0.3930871060591325,-1.6713061236597802,2.5337471961975098,65.0,-0.3930871060591325,-1.6713061236597802
11,-1.4595206676879793,-1.6713061236597802,2.773430585861206,70.0,-1.4595206676879793,-1.6713061236597802
12,-0.5329627928708569,-1.6713061236597802,3.0134832859039307,75.0,-0.5329627928708569,-1.6713061236597802
13,-0.8476821587097026,-1.6713061236597802,3.2585229873657227,80.0,-0.8476821587097026,-1.6713061236597802
14,-0.17496114742772947,-1.6713061236597802,3.504185676574707,85.0,-0.17496114742772947,-1.6713061236597802
15,-0.2930243787607797,-1.6713061236597802,3.752741813659668,90.0,-0.2930243787607797,-1.6713061236597802
16,-0.32748041446395926,-1.6713061236597802,4.038934707641602,95.0,-0.32748041446395926,-1.6713061236597802
17,-0.602669418769882,-1.6713061236597802,4.412832021713257,100.0,-0.602669418769882,-1.6713061236597802
18,-0.7505522252139657,-1.6713061236597802,4.875921964645386,105.0,-0.7505522252139657,-1.6713061236597802
19,-1.1742473033602916,-1.6713061236597802,5.260889291763306,110.0,-1.1742473033602916,-1.6713061236597802
20,-0.8701240496472581,-1.6713061236597802,5.6567137241363525,115.0,-0.8701240496472581,-1.6713061236597802
21,-0.4647396929082088,-1.6713061236597802,6.060442209243774,120.0,-0.4647396929082088,-1.6713061236597802
22,-0.6152732158693115,-1.6713061236597802,6.583188056945801,125.0,-0.6152732158693115,-1.6713061236597802
23,-0.5829902619393857,-1.6713061236597802,7.008756399154663,130.0,-0.5829902619393857,-1.6713061236597802
24,-0.11390771083682508,-1.6713061236597802,7.551223516464233,135.0,-0.11390771083682508,-1.6713061236597802
25,-1.2558116628097538,-1.6713061236597802,8.12572693824768,140.0,-1.2558116628097538,-1.6713061236597802
26,-0.6989838776663077,-1.6713061236597802,8.655175685882568,145.0,-0.6989838776663077,-1.6713061236597802
27,-0.6550959826152193,-1.6713061236597802,9.243385791778564,150.0,-0.6550959826152193,-1.6713061236597802
28,-0.15232894611855347,-1.6713061236597802,9.710971355438232,155.0,-0.15232894611855347,-1.6713061236597802
29,-0.43379157091155995,-1.6713061236597802,10.154495000839233,160.0,-0.43379157091155995,-1.6713061236597802
30,-0.4848296275339527,-1.6713061236597802,10.605915784835815,165.0,-0.4848296275339527,-1.6713061236597802
31,-1.1280141038019007,-1.6713061236597802,11.157700300216675,170.0,-1.1280141038019007,-1.6713061236597802
32,-0.10156981135834998,-1.6713061236597802,11.64707064628601,175.0,-0.10156981135834998,-1.6713061236597802
33,-1.991540770221564,-1.991540770221564,12.211792469024658,180.0,-1.991540770221564,-1.991540770221564
34,-0.1436038473829456,-1.991540770221564,12.72722053527832,185.0,-0.1436038473829456,-1.991540770221564
35,-0.22132503703110498,-1.991540770221564,13.091900110244751,190.0,-0.22132503703110498,-1.991540770221564
36,-0.4402318061622239,-1.991540770221564,13.49550724029541,195.0,-0.4402318061622239,-1.991540770221564
